,pval,ptot,ols,log2fc_overall,log2fc,log10p,log10t
LPC(22:4),0.22071736384487134,0.0867149440349481,0.22071736384487187,0.9264646561484704,-0.49758034809020035,0.6561634995280676,1.0619060518589003
LPC(22:0),0.8939908458612422,0.0003806689553883876,0.8939908458612434,-3.055092761425846,-0.11720249367588442,0.048666928197710194,3.419452539663881
LPC(24:1),0.2812739594600379,0.019806735425979383,0.2812739594600373,-1.548687139953215,0.3309782239692802,0.5508704732606963,1.7031870995910483
LPC(24:0),0.8916994320154387,4.057249448948137e-05,0.8916994320154371,-2.977662754502642,-0.06457701938393123,0.049781509990007605,4.39176829005971
LPC(25:0),0.9760184035974903,3.327540895461991e-05,0.976018403597491,-10.038378001404489,-0.10616412990829116,0.010541993290804595,4.477876598343343
LPC(26:1),0.5967699583571175,0.0002594928085732433,0.5967699583571164,-4.886311003990572,-0.055334025698271505,0.22419304754631134,3.5858746734233624
LPC(26:0),0.6276805065208318,1.2969742846603875e-05,0.6276805065208322,-5.528661010053697,-0.2296177993265598,0.20226135875074647,4.887068634664423
LPC(28:0),0.5209164324271018,6.878567962040094e-05,0.5209164324271024,-10.760661639421055,-0.3023597970842047,0.2832319424332042,4.162501967421215
LPC(O-16:1),0.8107412811840389,0.31269597013661143,0.8107412811840362,0.37675650381421555,-0.012903615375963184,0.0911177130885647,0.504877715682906
LPC(O-16:0),0.5966788482090379,0.26511839722748937,0.5966788482090367,0.5529622573724673,-0.03190503193135985,0.22425935727726173,0.5765601344428479
