,pval,ptot,ols,log2fc_overall,log2fc,log10p,log10t
LPC(O-18:1),0.2579007295288797,0.21260133710560564,0.2579007295288794,0.668117279454985,0.32092752046956985,0.5885474293629592,0.6724340084121568
LPC(O-18:0),0.16156343166949136,0.2433503646010309,0.16156343166949028,0.6073126656307664,0.16740571864091303,0.79165693082208,0.6137679987358756
LPC(O-20:1),0.2014723924937689,0.7159123339257853,0.20147239249376858,0.26163577573565533,0.5162949496180738,0.695784456267539,0.14514015537827377
LPC(O-20:0),0.3336352357185438,0.8871797836408803,0.3336352357185435,-2.5132359089895675,0.20271642353252617,0.47672808911933606,0.05198836310917058
LPC(O-22:1),0.14957576193702665,0.856770633779482,0.14957576193702635,-0.16964393201921535,0.5295355526180912,0.8251387761897206,0.06713542757079748
LPC(O-22:0),0.21743614172862213,0.2675561829955342,0.21743614172862163,-0.7941102049746016,0.2740375283653642,0.6626682668332304,0.5725850083981358
LPC(O-24:2),0.12886279397442385,0.9964602404247216,0.12886279397442377,-0.015421754464994164,0.7175757664097688,0.8898724566112747,0.0015400253213787866
LPC(O-24:1),0.17822485738900018,0.7916843939525922,0.17822485738900004,-0.376861036211964,0.5759112455687365,0.7490317241262369,0.10144791598876443
LPC(O-24:0),0.487400629000101,0.03378035340270109,0.4874006290001009,-1.2659540065169312,0.11767371852845265,0.3121139146853595,1.4713358112469483
LPC(O-26:1),0.22490300075927627,0.19029757947668077,0.22490300075927588,-2.823232998326983,0.5978854339795852,0.648004749968987,0.7205667357624089
LPE(16:0),0.2719971535090914,0.0007349658236092118,0.27199715350909204,0.7378964669127153,-0.23948941902234377,0.5654356408987533,3.133732855423317
LPE(18:2),0.7371560546293925,0.10472587883753708,0.7371560546293923,-0.40721314864584546,0.009762615000220798,0.13244056303629173,0.97994598644355
LPE(18:1),0.6661723542417224,0.648801789114994,0.6661723542417217,0.1278110512117645,0.049627569569861585,0.17641339423474564,0.18788796119872211
LPE(18:0),0.5324444768638248,0.016450063641256053,0.5324444768638256,0.595235333654804,-0.1714978052670304,0.2737256736148274,1.7838324175320701
LPE(20:4),0.19987012389584624,0.24325089260844504,0.19987012389584674,0.340797593454202,-0.31471282984011184,0.699252118322425,0.6139455574143445
LPE(20:3),0.3547369567793539,0.8115123906276526,0.3547369567793542,-0.06004997417739094,-0.21562482047060008,0.4500935640252215,0.09070484473468689
LPE(22:6),0.7878797336161063,0.021336866854052377,0.7878797336161061,0.7764853425169544,-0.04830915298200278,0.10354007059813401,1.6708693528541745
LPE(22:5),0.04244780675570937,0.10341644625126009,0.04244780675570941,0.5149261972368941,-0.6786292952770512,1.3721447444895287,0.9854103901762614
LPE(O-16:1),0.49418122324131486,0.9733387962028589,0.49418122324131675,0.006671530262539971,-0.0736310029195173,0.3061137599408267,0.01173596578415598
LPE(O-18:2),0.9200993716922649,0.5857193553760021,0.9200993716922629,-0.06973793508214032,0.11619233242829852,0.0361652658641769,0.23231042426621396
LPE(O-18:1),0.03680988222962497,0.5586123926606819,0.03680988222962522,-0.19110105378942532,-0.20354605719676266,1.4340355720427609,0.25288943382575846
LPA(16:0),0.23140119464640843,0.00045103830879683577,0.23140119464640768,2.1406487691777416,0.37323324786375167,0.6356344032623862,3.345786569890305
LPA(18:2),0.3801166137359176,9.588539149843578e-05,0.3801166137359162,1.6665792883759876,0.16616204102379495,0.4200831482970484,4.018247554194192
LPA(18:1),0.42568995009194593,6.394291966980618e-06,0.42568995009194466,2.038175030931159,0.2504956704244164,0.370906602750118,5.194207537480398
LPA(20:4),0.3244222012728175,0.00033959047863913963,0.32442220127281873,2.550345486026273,-0.15809576897563332,0.4888894332514016,3.469044494907621
S1P(17:1),0.9753239211043169,0.03992541695531608,0.9753239211043233,0.07115764113426337,-0.0010328753046611183,0.010851124009161921,1.3987505396742028
S1P(18:2),0.6325672640154467,0.31864706526642367,0.6325672640154474,-2.123669937418286,-0.2133877231901451,0.1988932870097968,0.49669007700984036
S1P(18:1),0.6258056442307832,0.058815897982533685,0.625805644230782,-0.39829784660693557,-0.004483253202415938,0.20356052420799492,1.2305052679226618
S1P(18:0),0.6106981036188521,0.00020704553907598027,0.6106981036188508,-3.1606083007257233,-0.021520948304374787,0.2141734286027046,3.6839341222036537
S1P(17:0) [M+OOH]+,0.39260578737124713,3.7727881508698314e-06,0.3926057873712454,0.6828814071847371,0.04610615178394001,0.40604330278779005,5.423337580563993
CE(16:2) ,0.6639726773841556,0.17033862461767318,0.6639726773841561,-4.24633219429148,-0.5314858249675298,0.17784979157390196,0.768686863744054
CE(16:1) ,0.0811774702246539,0.18277735130160552,0.08117747022465405,0.6663479454226557,-0.8606635631635946,1.090564486950641,0.7380776204956899
CE(16:0) ,0.4258746781717379,0.9442574866466505,0.4258746781717387,-0.06738562503283774,-0.19204219412581125,0.3707181816149465,0.024909563136456755
CE(17:0) ,0.06674762045154257,0.7627958926617635,0.06674762045154264,-0.2548447901264712,-0.7882442327119428,1.1755642122582939,0.11759165411467108
CE(18:4) ,0.189408590054055,0.2711655816919641,0.1894085900540551,-1.3050303612044516,-1.2110711973016066,0.7226003287726677,0.5667654351215322
CE(18:3) ,0.16004023492206504,0.11740681053337926,0.16004023492206548,-0.8461035177037584,-0.6339980420771436,0.7957708197944048,0.9303067098066632
CE(18:2) ,0.22507530210353752,0.16307139948201946,0.22507530210353832,-0.3123585234881787,-0.3357430021211911,0.6476721582585945,0.7876222016593973
CE(18:1) ,0.1447131381785198,0.4072492048226778,0.1447131381785201,-0.2182080872831662,-0.41691700393760556,0.8394920384772618,0.3901397550033949
CE(18:0) ,0.12953812114001131,0.25218058282489636,0.1295381211400114,-0.6529607950963268,-0.48199617292117836,0.8876024063746293,0.5982883558939556
CE(19:3) ,0.11538729681133655,0.25361557925715017,0.11538729681133685,-0.30978680620942,-0.6026782208311534,0.9378420007852432,0.5958240718565683
CE(19:2) ,0.1767975489116281,0.02435257543054061,0.17679754891162824,-0.5677449498828029,-0.5104459825292551,0.7525237602592212,1.6134551027809096
CE(19:1) ,0.10444290230226667,0.1508810066275092,0.10444290230226674,-0.2999826840595432,-0.5440709185721602,0.9811210683279704,0.8213654271298497
CE(19:0) ,0.08309536427878918,0.2707378809160839,0.0830953642787893,-0.37784843265179013,-0.4338401667701852,1.0804232039451132,0.5674509746622676
CE(20:5) ,0.7055219934194517,0.22228574909916826,0.705521993419451,-0.9953489157389424,-0.4494853264271761,0.15148944332447828,0.6530883793432163
CE(20:4) ,0.10066502022254634,0.8450341083002494,0.10066502022254648,-0.07629133145887579,-0.471099450482086,0.9971214148828133,0.0731257611714553
CE(20:3) ,0.22684420021643228,0.6362388309534655,0.22684420021643278,-0.3973649724887309,-0.3911315604010106,0.6442723199738913,0.19637982854179226
CE(20:2) ,0.23359545838010382,0.2958457960041478,0.23359545838010426,-0.3706044536102304,-0.3473462359083772,0.6315356051368369,0.5289345977074786
CE(20:1) ,0.16765829243126,0.12555147782742962,0.1676582924312606,-0.5161410623952314,-0.4524508789567214,0.7755749613638567,0.9011781709755862
CE(21:5) ,0.9484951914925516,0.03786911150026723,0.9484951914925526,-0.727175181627473,-0.4329107818679141,0.02296486647647256,1.4217148843446556
CE(21:4) ,0.10087455129257089,0.27009770493780005,0.10087455129257111,-0.19217429609300218,-0.6044275967109733,0.9962183840824517,0.5684791060646177
CE(21:3) ,0.4235307274180463,0.044127358989527944,0.42353072741804704,-2.2943061610972375,-0.28110681567321016,0.3731150758551065,1.3552920641820185
CE(21:0) ,0.12465960293297436,0.13978912111232003,0.12465960293297457,-0.4372126184452547,-0.4052646488325795,0.9042742607609848,0.8545266256198659
CE(22:6) ,0.6380732978572574,0.662534249899458,0.6380732978572565,-0.15970891746500904,0.10780542200195242,0.195129429387783,0.1787916658321178
CE(22:5) ,0.09759760085467063,0.5852538276100352,0.0975976008546708,0.08323436450254462,-0.49942148499383165,1.0105608580339656,0.23265573729903335
CE(22:3) ,0.346139883832444,0.9370984691938863,0.34613988383244476,-0.20248997475911956,-0.3350979323767511,0.4607483564111956,0.028214771566186046
CE(24:6) ,0.3187789955367932,0.9556473478436995,0.3187789955367938,-0.13101459598174614,-0.3543105790097192,0.4965103021535584,0.01970234113454722
CE(24:5) ,0.49126550452238704,0.31526366592432925,0.4912655045223875,-0.6356078885309611,-0.17988883881317097,0.3086837299045377,0.5013260787219239
CE(24:4) ,0.19683872053399262,0.7159521203074634,0.19683872053399287,-0.21656151965140413,-0.4734843882684219,0.705889466574518,0.14511602040380603
CE(24:3) ,0.15185236041290176,0.40894224175814864,0.15185236041290207,-2.3958048711085134,-0.42122349772572765,0.8185784529631611,0.38833802660647704
CE(24:2) ,0.43300414978766427,0.09645247335850744,0.43300414978766455,-0.6347167304227872,-0.21411999548424543,0.36350794147285254,1.0156866311390302
CE(24:1) ,0.8701714563640746,0.001953965854385715,0.8701714563640734,-1.4420127765464974,-0.11724454996186218,0.060395166672913454,2.7090830298605595
CE(24:0) ,0.3017198538602834,0.0008149205088177824,0.3017198538602838,-2.7957119047171175,-0.374555992506278,0.5203961113090297,3.0888847523219742
CE(26:5) ,0.2116259116485851,0.9053485020440866,0.2116259116485856,-0.4329909617122061,-0.5379975706335314,0.6744311580119055,0.04318421263970662
CE(26:4) ,0.0949186775149326,0.8933648604775579,0.0949186775149328,-0.30171958957647504,-0.4625654255521967,1.0226483213603907,0.048971134023151265
CE(26:3) ,0.1717103773128269,0.024140899210503997,0.1717103773128272,-0.7704057665928543,-0.3844385430573203,0.7652034574686088,1.6172465571513996
CE(26:2) ,0.5103713055799902,0.00017761009201078005,0.5103713055799912,-1.215635331955756,-0.22027495543216435,0.29211375078098406,3.750532360741709
CE(26:1) ,0.7324624551563477,0.00032032172006857094,0.7324624551563488,-1.4992560203959506,-0.21793086608043932,0.13521463163776046,3.494413612113228
PC(30:1),0.30896445681759166,0.7302278910920741,0.30896445681759177,0.11161367809795397,-0.6969592635828235,0.5100914788141415,0.13654158316929363
PC(30:0),0.8898576338456566,0.5781904873949057,0.8898576338456576,-0.15878136036180468,-0.3319458892939453,0.05067946951340149,0.2379290577810396
PC(31:0),0.4212028293681928,0.417261823896406,0.42120282936819364,0.2837138899742748,-0.3585637143759737,0.3755087201673053,0.3795913479256304
PC(32:2),0.8448771264931938,0.7145474281301232,0.8448771264931931,-0.3205435482977963,0.3137359520112808,0.07320644746000807,0.1459689395929619
PC(32:1),0.376883562645222,0.0430432276599491,0.376883562645222,0.9469921696762649,-0.0871456626687479,0.4237928034051233,1.366095169907938
PC(32:0),0.24971645493266853,0.036039701624961874,0.24971645493266909,0.5744142301936703,-0.5864705695483723,0.6025528391023868,1.4432188132304054
PC(33:2),0.3194958308200939,0.10684864233770977,0.31949583082009225,-0.5416939880498202,0.13072769633419234,0.49553480468442623,0.9712309917871081
PC(33:1),0.002583181573234748,0.3132623048015469,0.002583181573234752,0.20758086313206103,-0.4573037526590342,2.5878450659589234,0.5040918611080878
PC(33:0),0.15582877564954656,0.4321922617052436,0.15582877564954697,0.14772518785595956,-0.4409419041906828,0.8073523415808478,0.36432301331765043
PC(34:4),0.9943049188234906,0.7318268287569317,0.9943049188234911,-0.34807561692322553,-0.06386336498876943,0.0024804121264443437,0.13559167333053213
PC(34:3),0.4402688429243596,0.7672617505183087,0.44026884292436114,-0.00033622741258199085,-0.1037440635375706,0.3562820477333126,0.11505645167921774
PC(34:2),0.2551328248491745,0.6494871157791314,0.2551328248491733,-0.07653549096082912,0.09243007920203894,0.5932336623867779,0.18742945983579917
PC(34:1),0.027708064226726347,0.9825211453240442,0.02770806422672648,-2.5042576156850718,-0.4571521883805012,1.5573938143483028,0.00765809418537986
PC(35:2),0.6956380651503363,0.9490350127004238,0.6956380651503373,0.07948377156650377,-0.2379420880229821,0.15761666152781253,0.022717764872925126
PC(34:2) [M+OH]+,0.48376106776482974,0.03292095233742437,0.48376106776483074,-0.5208328529634771,-0.17928131887251997,0.31536908581963213,1.4825276100057574
PC(35:1),0.8745506003430855,0.07707789361015832,0.8745506003430843,0.4711676197526078,0.31848774419955106,0.058215057753015435,1.1130701622831212
PC(36:6),0.35499936655327236,0.6306042979414366,0.3549993665532716,-2.565486583070666,0.31086857786213207,0.44977242188198713,0.2002430736041488
PC(36:5),0.9435407342453693,0.6731227642654927,0.9435407342453703,0.048380213988119536,-0.31502917306448097,0.025239345868827128,0.17190572183708458
PC(36:4),0.03792179682639028,0.04888059745838366,0.03792179682639033,0.3424521126941986,-0.3923961193049461,1.4211110929242017,1.3108634944329849
PC(36:3),0.6390340601180347,0.586918448764682,0.6390340601180367,-0.13247293711003216,-0.01942371657463582,0.19447599359887216,0.23142223897718603
PC(36:2),0.3054162536848577,0.2699591260478187,0.30541625368485825,-0.13280474354239047,-0.41615720247094323,0.5151078543201655,0.5687019864916212
PC(36:1),0.05151523171162222,0.6065230727857158,0.051515231711622325,-0.10007778986804361,-0.4184274579198046,1.288064342410025,0.21715267345705694
PC(37:4),0.36481864164419375,0.10231563734539686,0.36481864164419403,0.36420201681262565,-0.31912953214278694,0.43792297802904334,0.9900579860940404
PC(37:3),0.9473849262545467,0.36316583349310916,0.9473849262545478,0.15479551119262114,-0.044158695739564546,0.023473529568534584,0.43989501649285445
PC(37:2),0.8544140118764616,0.1362498058374309,0.8544140118764586,-0.20351825794588851,0.020159772415727417,0.06833163808854006,0.8656641079415397
PC(38:7),0.6786268405890339,0.962106228549689,0.678626840589033,-1.5665420238559165,0.04173667778532231,0.16836896743009047,0.016776973777212385
PC(38:6),0.6469027365516666,0.10799939147398802,0.6469027365516651,0.4317886771887789,0.07394316145242286,0.1891610116871906,0.9665786915522507
PC(38:5),0.19938605607192145,0.3222048730063166,0.19938605607192186,0.23117643307609548,-0.42931277001676804,0.7003052170512876,0.49186789562459104
PC(38:4),0.07639635361234551,0.0876042662092091,0.07639635361234565,0.2683165900162141,-0.3715527820944686,1.1169273697466828,1.0574747437633893
PC(38:3),0.22766838659488214,0.9953766771894436,0.2276683865948826,-0.15901803287965777,-0.19391994980885308,0.6426972701339785,0.0020125394877087963
PC(38:2),0.5990169304097042,0.02159873404885809,0.5990169304097058,-0.3672051818911175,-0.13167944918291496,0.2225609026864789,1.6655717030947803
